Enclosure,Plot,Year,X,Y,SheepDensity,Grazing,Vegetation,Habitat,Altitude,Aconitum septentrionale ,Agrostis capillaris ,Alchemilla alpina,Alchemilla sp.,Andromeda polifolia,Antennaria alpina,Antennaria dioica,Anthoxanthum odoratum,Arctostaphylos alpinus ,Arctostaphylos uva-ursi ,Astragalus alpinus ,Bartsia alpina,Betula nana,Betula pubescens,Bistorta vivipara,Botrychium lanceolatum,Botrychium lunaria ,Campanula rotundifolia,Carex atrata,Carex bigelowii,Carex brunnescens,Carex nigra,Carex sp.,Carex vaginata,Cerastium alpinum,Cerastium cerastoides ,Cerastium fontanum,Cerastium sp.,Cirsium helenioides,Coeloglossum viride,Corallhiza trifida,Crepis paludosa,Deschampsia cespitosa,Deschampsia flexuosa,Diphasiastrum alpinum ,Empetrum sp.,Epilobium anagallidifolium,Epilobium lactiflorum,Epilobium sp.,Equisetum pratense,Equisetum sylvaticum ,Eriophorum angustifolium,Eriophorum lachtiflorum,Eriophorum vaginatum ,Euphrasia frigida,Festuca ovina,Festuca rubra,Fragaria vesca,Gentiana nivalis,Geranium sylvaticum,Geum rivale,Gymnocarpium dryopteris,Hieracium alpinum,Hieracium pilosella,Hieracium sp.,Huperzia selago,Juncus filiformis,Juncus trifidus,Juniperus communis,Leontodon autumnalis,Listera cordata,Loiseleuria procumbens ,Lotus corniculatus,Luzula multiflora,Luzula pilosa,Luzula sp. ,Lycopodium annotioum,Lycopodium clavatum,Maianthemum bifolium,Melampyrum pratense,Melampyrum sylvaticum,Melampyrum sp.,Milium efusum,Molinia caerulea,Myosotis decumbens,Nardus stricta,Omalotheca norvegica,Omalotheca supina,Oxyria digyna,Parnassia palustris,Pedicularis lapponica ,Phleum alpinum,Phyllodoce careulea ,Pinguicula vulgaris,Poa alpina,Poa pratensis,Populus tremula,Potentilla crantzii,Potentilla erecta,Potentilla sp.,Prunella vulgaris,Pyrola minor,Pyrola rotundifolia,Pyrola sp.,Ranunculus acris,Ranunculus platanifolius,Rhinanthus minor ,Rubus chamaemorus,Rubus saxatilis,Rumex acetosa,Rumex acetosella,Sagina procumbens,Sagina saginoides,Salix glauca ,Salix herbacea,Salix lanata,Salix lapponum ,Salix reticulata,Salix sp.,Saussurea alpina,Selaginella selaginoides ,Sibbaldia procumbens ,Silene dioica,Solidago virgaurea,Stellaria borealis,Taraxacum sp.,Thalictrum alpinum ,Trichophorum cespitosum,Trientalis europeae,Vaccinium myrtillus,Vaccinium uliginosum,Vaccinium vitis-idaea ,Veronica alpina,Veronica fruticans,Veronica sp,Viola biflora,Viola palustris,Viola sp.,plhcm,vascov,crycov,Liccov,Bryocov,shrubcov,shrubcm,baresoil,rockcov,treecov,treecm,rodentsfre,asrodfre
d,D14,2003,441647,6729566,25,Low,Dwarf-shrub,Heathland,1148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,15,70,30,NA,NA,30,20,15,0,0,0,NA,NA
d,D15,2003,441705,6729565,25,Low,Dwarf-shrub,Heathland,1151,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,10,70,80,NA,NA,0,0,5,0,0,0,NA,NA
d,D16,2003,441754,6729269,25,Low,Dwarf-shrub,Heathland,1105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,15,0,0,0,0,0,0,0,10,60,60,NA,NA,0,0,5,0,0,0,NA,NA
d,D17,2003,441712,6729222,25,Low,Dwarf-shrub,Heathland,1101,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,15,80,40,NA,NA,0,0,5,0,0,0,NA,NA
d,D18,2003,441651,6729205,25,Low,Dwarf-shrub,Heathland,1110,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,14,0,0,0,0,0,0,20,70,30,NA,NA,30,25,10,0,0,0,NA,NA
d,D19,2003,441750,6729209,25,Low,Lichen-ridge,Heathland,1105,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,35,80,NA,NA,0,0,5,5,0,0,NA,NA
d,D20,2003,441749,6729165,25,Low,Dwarf-shrub,Heathland,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,12,15,0,0,0,0,0,0,15,80,60,NA,NA,0,0,5,5,0,0,NA,NA
e,E1,2003,441881,6730182,0,Control,Lichen-ridge,Heathland,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,5,50,80,NA,NA,0,0,5,0,0,0,NA,NA
e,E2,2003,441960,6730107,0,Control,Snowbed,Grassland,1270,0,0,9,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,15,13,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,9,0,10,80,40,NA,NA,0,0,5,0,0,0,NA,NA
e,E3,2003,441858,6730009,0,Control,Snowbed,Grassland,1248,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,70,40,NA,NA,0,0,10,0,0,0,NA,NA
e,E4,2003,441921,6729926,0,Control,Lichen-ridge,Heathland,1245,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,5,80,60,NA,NA,0,0,5,0,0,0,NA,NA
e,E5,2003,441923,6729910,0,Control,Dwarf-shrub,Heathland,1243,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,15,0,0,0,0,0,0,15,70,60,NA,NA,20,20,15,0,0,0,NA,NA
e,E6,2003,441917,6729888,0,Control,Lichen-ridge,Heathland,1239,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,0,0,0,0,0,0,5,60,80,NA,NA,0,0,5,0,0,0,NA,NA
e,E7,2003,441945,6729852,0,Control,Dwarf-shrub,Heathland,1231,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,15,8,0,0,0,7,0,0,15,80,20,NA,NA,0,0,10,0,0,0,NA,NA
e,E8,2003,441867,6729828,0,Control,Willow-shrub,Grassland,1232,0,1,7,0,0,0,2,10,0,0,0,5,11,0,12,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,16,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,0,1,0,7,0,0,4,3,4,0,0,0,3,7,0,0,0,12,12,5,0,0,16,0,0,10,80,60,NA,NA,30,20,10,0,0,0,NA,NA
e,E9,2003,441939,6729799,0,Control,Snowbed,Grassland,1224,0,0,5,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,15,8,3,0,0,0,0,1,8,0,10,70,60,NA,NA,5,20,5,0,0,0,NA,NA
e,E10,2003,441844,6729793,0,Control,Lichen-ridge,Heathland,1229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,16,0,0,0,0,0,0,5,60,80,NA,NA,0,0,5,0,0,0,NA,NA
e,E11,2003,441902,6729738,0,Control,Snowbed,Grassland,1208,0,0,5,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,8,14,5,0,0,0,0,0,0,0,10,80,50,NA,NA,0,0,5,0,0,0,NA,NA
e,E12,2003,441901,6729661,0,Control,Dwarf-shrub,Heathland,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,5,70,80,NA,NA,0,0,5,0,0,0,NA,NA
e,E13,2003,441854,6729611,0,Control,Willow-shrub,Grassland,1190,0,1,0,0,0,0,0,9,0,0,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,1,2,0,0,0,5,1,0,0,0,0,2,0,0,11,16,14,1,2,0,0,5,0,0,20,80,70,NA,NA,20,40,5,0,0,0,NA,NA
e,E14,2003,441892,6729596,0,Control,Lichen-ridge,Heathland,1209,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,60,60,NA,NA,0,0,5,0,0,0,NA,NA
e,E15,2003,441908,6729471,0,Control,Willow-shrub,Grassland,1172,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,16,8,6,0,0,0,0,0,0,20,70,20,NA,NA,30,30,10,0,0,0,NA,NA
e,E16,2003,441951,6729306,0,Control,Snowbed,Grassland,1110,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,0,0,0,0,0,2,0,10,60,90,NA,NA,0,0,5,0,0,0,NA,NA
e,E17,2003,441965,6729219,0,Control,Willow-shrub,Grassland,1100,0,1,0,0,7,0,0,16,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,7,0,0,2,0,15,5,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,4,4,0,0,5,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,5,0,0,0,0,14,12,13,1,0,0,0,0,0,0,15,80,30,NA,NA,20,25,5,0,0,0,NA,NA
e,E18,2003,441964,6729215,0,Control,Willow-shrub,Grassland,1102,0,0,0,0,13,0,0,12,0,0,0,10,4,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,14,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,1,5,12,12,3,0,0,0,0,0,0,0,25,80,30,NA,NA,5,30,5,0,0,0,NA,NA
e,E19,2003,441913,6729163,0,Control,Willow-shrub,Grassland,1095,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,0,0,0,0,30,50,20,NA,NA,60,35,10,0,0,0,NA,NA
e,E20,2003,441812,6729152,0,Control,Willow-shrub,Grassland,1091,3,0,0,2,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,0,12,0,0,0,10,2,0,10,0,0,3,0,0,0,0,0,0,0,0,5,11,0,15,0,0,0,4,0,0,30,80,20,NA,NA,40,40,10,0,0,0,NA,NA
f,F1,2003,442161,6730046,80,High,Lichen-ridge,Heathland,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,5,50,80,NA,NA,0,0,10,0,0,0,NA,NA
f,F2,2003,442158,6730020,80,High,Dwarf-shrub,Heathland,1289,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,8,0,0,0,0,0,0,10,40,30,NA,NA,0,0,30,0,0,0,NA,NA
f,F3,2003,442071,6729972,80,High,Snowbed,Grassland,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,50,50,NA,NA,0,0,30,0,0,0,NA,NA
f,F4,2003,442169,6729794,80,High,Lichen-ridge,Heathland,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,11,12,0,0,0,0,0,0,10,70,50,NA,NA,0,0,5,5,0,0,NA,NA
f,F5,2003,442031,6730055,80,High,Snowbed,Grassland,1265,0,0,14.52,0,0,0,0,15,0,0,0,0,1,0,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,10.008,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11.504,1.504,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.504,0,0,0,0,0,0,0,0,10,75,50,NA,NA,0,0,10,0,0,0,NA,NA
f,F6,2003,442146,6729665,80,High,Lichen-ridge,Heathland,1224,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,5,40,70,NA,NA,0,0,5,1?,0,0,NA,NA
f,F7,2003,442171,6729530,80,High,Willow-shrub,Grassland,1196,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,5,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,1,0,0,8,13,0,6,0,0,0,1,0,0,15,80,10,NA,NA,20,35,5,0,0,0,NA,NA
f,F8,2003,442079,6729458,80,High,Willow-shrub,Grassland,1158,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,16,8,1,0,0,0,16,0,0,15,70,20,NA,NA,0,0,10,0,0,0,NA,NA
f,F9,2003,442097,6729362,80,High,Willow-shrub,Grassland,1141,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,8,12,10,1,0,0,0,0,0,10,50,5,NA,NA,10,30,20,0,0,0,NA,NA
f,F10,2003,442135,6729254,80,High,Willow-shrub,Grassland,1127,0,0,0,0,0,0,0,0,0,0,0,0,11.504,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4.504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.504,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.504,12.504,1.504,2.504,0,0,0,0,0,0,12.5,77.5,4,NA,NA,50,25,10,0,0,0,NA,NA
f,F11,2003,442192,6729178,80,High,Willow-shrub,Grassland,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,14,7,9,0,0,0,1,0,0,20,40,20,NA,NA,0,0,30,0,0,0,NA,NA
f,F12,2003,442028,6729163,80,High,Willow-shrub,Grassland,1103,0,16,0,0,0,0,0,6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,6,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,10,0,0,0,0,0,0,1,0,14,3,0,0,1,0,0,5,0,0,25,70,30,NA,NA,20,30,5,0,0,0,NA,NA
